datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1990-08-06,28.3435,99968.5626,1.3,99996.90610000001,-1.2557230826937271e-05,0.9999690609999995,5.6507000000149965e-05
1990-08-07,28.3435,99968.5626,1.3,99996.90610000001,0.0,0.9999690609999995,5.6507000000149965e-05
1990-08-08,28.7919,99968.5626,1.3,99997.3545,4.4841387347727135e-06,0.9999735449999995,5.2023000000178676e-05
1990-08-09,28.3435,99968.5626,1.3,99996.90610000001,-4.48411862730147e-06,0.9999690609999995,5.6507000000149965e-05
1990-08-10,27.8053,99968.5626,1.3,99996.36790000001,-5.382166518796971e-06,0.9999636789999995,6.188900000014819e-05
1990-08-13,28.6126,99968.5626,1.3,99997.1752,8.073293229937661e-06,0.9999717519999993,5.381600000031739e-05
1990-08-14,28.5229,99968.5626,1.3,99997.0855,-8.97025339119395e-07,0.9999708549999994,5.471300000026158e-05
1990-08-15,28.164,99968.5626,1.3,99996.72660000001,-3.5891046044067565e-06,0.9999672659999994,5.830200000023211e-05
1990-08-16,27.625899999999998,99968.5626,1.3,99996.1885,-5.381176147456479e-06,0.9999618849999994,6.368300000025862e-05
1990-08-17,26.190799999999996,99968.5626,1.3,99994.7534,-1.435154700923924e-05,0.9999475339999994,7.803400000028216e-05
1990-08-20,26.4499,99968.5626,1.3,99995.01250000001,2.5911359466945783e-06,0.9999501249999995,7.54430000001749e-05
1990-08-21,26.090000000000003,99968.5626,1.3,99994.6526,-3.599179509206074e-06,0.9999465259999993,7.90420000003067e-05
1990-08-22,25.2803,99968.5626,1.3,99993.8429,-8.097433002118848e-06,0.9999384289999993,8.713900000034691e-05
1990-08-23,24.8305,99968.5626,1.3,99993.3931,-4.4982769634716036e-06,0.9999339309999993,9.163700000036634e-05
1990-08-24,25.5502,99968.5626,1.3,99994.1128,7.197475530018593e-06,0.9999411279999992,8.444000000040752e-05
1990-08-27,27.1696,99968.5626,1.3,99995.7322,1.619495342919386e-05,0.9999573219999991,6.824600000054915e-05
1990-08-28,27.4395,99968.5626,1.3,99996.0021,2.6991151929056656e-06,0.9999600209999991,6.554700000049873e-05
1990-08-29,26.809699999999996,99968.5626,1.3,99995.3723,-6.298251797764998e-06,0.9999537229999992,7.18450000004589e-05
1990-08-30,26.090000000000003,99968.5626,1.3,99994.6526,-7.197333070974032e-06,0.9999465259999992,7.904200000041772e-05
1990-08-31,26.6298,99968.5626,1.3,99995.1924,5.398288668079232e-06,0.9999519239999992,7.364400000042792e-05
1990-09-04,26.6298,99968.5626,1.3,99995.1924,0.0,0.9999519239999992,7.364400000042792e-05
1990-09-05,25.910100000000003,99968.5626,1.3,99994.4727,-7.197346019616191e-06,0.9999447269999993,8.084100000038674e-05
1990-09-06,25.7301,99968.5626,1.3,99994.2927,-1.8000994967959372e-06,0.9999429269999993,8.264100000032748e-05
1990-09-07,26.179999999999996,99968.5626,1.3,99994.7426,4.4992567860280275e-06,0.9999474259999993,7.814200000033633e-05
1990-09-10,25.7301,99968.5626,1.3,99994.2927,-4.499236542776508e-06,0.9999429269999994,8.264100000021646e-05
1990-09-11,24.4706,99968.5626,1.3,99993.0332,-1.2595718875463291e-05,0.9999303319999995,9.523600000016508e-05
1990-09-12,24.4706,99968.5626,1.3,99993.0332,0.0,0.9999303319999995,9.523600000016508e-05
1990-09-13,24.2907,99968.5626,1.3,99992.8533,-1.7991253414839647e-06,0.9999285329999995,9.70350000001341e-05
1990-09-14,24.4706,99968.5626,1.3,99993.0332,1.799128578339193e-06,0.9999303319999995,9.523600000016508e-05
1990-09-17,24.2907,99968.5626,1.3,99992.8533,-1.7991253414839647e-06,0.9999285329999995,9.70350000001341e-05
1990-09-18,24.0208,99968.5626,1.3,99992.5834,-2.699192903188319e-06,0.9999258339999996,9.973400000007349e-05
1990-09-19,23.3911,99968.5626,1.3,99991.9537,-6.2974670579363234e-06,0.9999195369999996,0.00010603100000006194
1990-09-20,22.761300000000002,99968.5626,1.3,99991.3239,-6.2985067966758734e-06,0.9999132389999996,0.0001123290000000221
1990-09-21,22.6713,99968.5626,1.3,99991.2339,-9.000780916146311e-07,0.9999123389999997,0.00011322899999999247
1990-09-24,21.7716,99968.5626,1.3,99990.3342,-8.99778875529389e-06,0.9999033419999995,0.00012222600000011408
1990-09-25,21.5917,99968.5626,1.3,99990.15430000001,-1.7991739044154187e-06,0.9999015429999997,0.00012402499999997207
1990-09-26,21.4118,99968.5626,1.3,99989.9744,-1.7991771416037139e-06,0.9998997439999997,0.0001258239999999411
1990-09-27,20.3322,99968.5626,1.3,99988.89480000001,-1.079708247231359e-05,0.9998889479999997,0.0001366199999999207
1990-09-28,20.8721,99968.5626,1.3,99989.4347,5.399599636302099e-06,0.9998943469999997,0.00013122099999995918
1990-10-01,21.9516,99968.5626,1.3,99990.5142,1.0796140644808716e-05,0.9999051419999998,0.00012042599999984027
1990-10-02,21.3218,99968.5626,1.3,99989.88440000001,-6.298597472365053e-06,0.9998988439999998,0.00012672399999980044
1990-10-03,19.4325,99968.5626,1.3,99987.9951,-1.8894911333777742e-05,0.9998799509999997,0.00014561699999993127
1990-10-04,20.1523,99968.5626,1.3,99988.7149,7.19886421651772e-06,0.9998871489999998,0.00013841899999988971
1990-10-05,20.1523,99968.5626,1.3,99988.7149,0.0,0.9998871489999998,0.00013841899999988971
1990-10-08,20.962,99968.5626,1.3,99989.5246,8.097913857696426e-06,0.9998952459999998,0.0001303219999998495
1990-10-09,20.1523,99968.5626,1.3,99988.7149,-8.097848281929387e-06,0.9998871489999999,0.0001384189999997787
1990-10-10,19.0727,99968.5626,1.3,99987.63530000001,-1.0797218476854553e-05,0.9998763529999999,0.0001492149999997583
1990-10-11,19.9724,99968.5626,1.3,99988.535,8.998112589475582e-06,0.9998853499999998,0.00014021799999985873
1990-10-12,20.3322,99968.5626,1.3,99988.89480000001,3.5984125581478565e-06,0.9998889479999999,0.00013661999999969865
1990-10-15,19.9724,99968.5626,1.3,99988.535,-3.598399609505698e-06,0.9998853499999999,0.0001402179999997477
1990-10-16,17.993100000000002,99968.5626,1.3,99986.55570000001,-1.979526952755606e-05,0.999865557,0.00016001099999962687
1990-10-17,19.0727,99968.5626,1.3,99987.63530000001,1.0797451641675337e-05,0.9998763529999999,0.0001492149999997583
1990-10-18,20.5121,99968.5626,1.3,99989.07470000001,1.4395779994957891e-05,0.9998907469999998,0.00013482099999984065
1990-10-19,0.0,99987.77470000001,2.6,99987.77470000001,-1.3001420444247458e-05,0.9998777469999998,0.0001478209999998814
1990-10-22,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-10-23,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-10-24,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-10-25,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-10-26,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-10-29,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-10-30,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-10-31,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-01,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-02,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-05,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-06,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-07,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-08,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-09,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-12,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-13,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-14,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-15,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-16,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-19,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-20,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-21,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-23,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-26,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-27,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-28,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-29,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-11-30,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-03,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-04,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-05,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-06,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-07,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-10,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-11,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-12,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-13,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-14,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-17,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-18,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-19,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-20,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-21,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-24,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-26,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-27,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-28,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1990-12-31,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-02,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-03,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-04,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-07,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-08,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-09,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-10,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-11,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-14,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-15,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-16,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-17,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-18,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-21,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-22,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-23,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-24,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-25,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-28,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-29,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-30,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-01-31,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-02-01,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
1991-02-04,0.0,99987.77470000001,2.6,99987.77470000001,0.0,0.9998777469999998,0.0001478209999998814
